,x_UTM18N,y_UTM18N,FGRAVFL15
814,242917.53,4187011.55,7.0
815,242899.36,4186989.46,6.97
816,242881.2,4186967.31,6.94
817,242863.07,4186945.06,6.9
818,242845.0,4186922.71,6.87
819,242827.02,4186900.26,6.83
820,242809.12,4186877.73,6.79
821,242791.26,4186855.12,6.75
822,242773.43,4186832.5,6.71
823,242755.54,4186809.89,6.66
824,242737.6,4186787.32,6.62
825,242719.58,4186764.78,6.58
826,242701.49,4186742.26,6.53
827,242683.37,4186719.72,6.49
828,242665.25,4186697.12,6.45
829,242647.16,4186674.47,6.41
830,242629.1,4186651.73,6.37
831,242611.05,4186628.91,6.32
832,242593.02,4186606.02,6.28
833,242574.95,4186583.07,6.25
834,242556.84,4186560.08,6.21
835,242538.65,4186537.08,6.17
836,242520.4,4186514.07,6.14
837,242502.04,4186491.12,6.11
838,242483.58,4186468.21,6.08
839,242465.0,4186445.41,6.05
840,242446.32,4186422.69,6.02
841,242427.51,4186400.07,6.0
842,242408.6,4186377.51,5.98
843,242389.6,4186354.98,5.96
844,242370.55,4186332.46,5.94
845,242351.48,4186309.9,5.93
846,242332.44,4186287.3,5.92
847,242313.43,4186264.62,5.91
848,242294.5,4186241.88,5.9
849,242275.62,4186219.06,5.9
850,242256.82,4186196.18,5.9
851,242238.06,4186173.22,5.9
852,242219.35,4186150.17,5.9
853,242200.68,4186127.04,5.91
854,242182.03,4186103.83,5.92
855,242163.4,4186080.57,5.93
856,242144.81,4186057.27,5.94
857,242126.25,4186033.96,5.96
858,242107.73,4186010.67,5.98
859,242089.26,4185987.4,6.0
860,242070.84,4185964.17,6.02
861,242052.45,4185940.95,6.05
862,242034.1,4185917.75,6.07
863,242015.76,4185894.56,6.1
864,241997.41,4185871.4,6.13
865,241979.02,4185848.28,6.16
866,241960.6,4185825.21,6.19
867,241942.13,4185802.22,6.23
868,241923.62,4185779.29,6.26
869,241905.07,4185756.43,6.29
870,241886.5,4185733.6,6.33
871,241867.95,4185710.76,6.37
872,241849.41,4185687.91,6.4
873,241830.9,4185665.05,6.44
874,241812.4,4185642.2,6.48
875,241793.88,4185619.39,6.52
876,241775.31,4185596.64,6.56
877,241756.66,4185573.98,6.59
878,241737.92,4185551.42,6.63
879,241719.09,4185528.93,6.67
880,241700.17,4185506.48,6.71
881,241681.19,4185484.03,6.74
882,241662.14,4185461.58,6.78
883,241643.04,4185439.1,6.82
884,241623.87,4185416.6,6.85
885,241604.63,4185394.09,6.88
886,241585.31,4185371.59,6.91
887,241565.93,4185349.12,6.95
888,241546.51,4185326.68,6.97
889,241527.09,4185304.29,7.0
890,241507.69,4185281.94,7.03
891,241488.37,4185259.63,7.05
892,239897.97,4186451.38,0.81
893,239915.89,4186473.49,0.8
894,239933.83,4186495.62,0.8
895,239951.79,4186517.77,0.79
896,239969.81,4186539.91,0.79
897,239987.86,4186562.02,0.79
898,240005.9,4186584.14,0.79
899,240023.89,4186606.28,0.79
900,240041.78,4186628.44,0.79
901,240059.55,4186650.66,0.79
902,240077.22,4186672.91,0.79
903,240094.84,4186695.16,0.8
904,240112.44,4186717.38,0.81
905,240130.08,4186739.54,0.81
906,240147.77,4186761.63,0.83
907,240165.53,4186783.67,0.84
908,240183.31,4186805.66,0.86
909,240201.08,4186827.64,0.88
910,240218.81,4186849.61,0.9
911,240236.5,4186871.6,0.92
912,240254.11,4186893.61,0.95
913,240271.66,4186915.66,0.98
914,240289.17,4186937.76,1.01
915,240306.65,4186959.93,1.04
916,240324.11,4186982.18,1.08
917,240341.58,4187004.51,1.12
918,240359.08,4187026.92,1.15
919,240376.63,4187049.37,1.2
920,240394.23,4187071.84,1.24
921,240411.9,4187094.28,1.29
922,240429.59,4187116.65,1.34
923,240447.32,4187138.95,1.39
924,240465.05,4187161.19,1.44
925,240482.78,4187183.37,1.49
926,240500.52,4187205.52,1.55
927,240518.29,4187227.65,1.6
928,240536.09,4187249.76,1.66
929,240553.93,4187271.85,1.72
930,240571.79,4187293.93,1.77
931,240589.65,4187315.98,1.83
932,240607.47,4187338.03,1.89
933,240625.22,4187360.05,1.94
934,240642.9,4187382.08,2.0
935,240660.54,4187404.1,2.05
936,240678.17,4187426.11,2.11
937,240695.83,4187448.08,2.16
938,240713.57,4187470.03,2.21
939,240731.38,4187491.93,2.26
940,240749.25,4187513.82,2.31
941,240767.14,4187535.7,2.35
942,240785.0,4187557.59,2.39
943,240802.8,4187579.5,2.43
944,240820.55,4187601.42,2.47
945,240838.26,4187623.31,2.5
946,240855.95,4187645.1,2.53
947,240873.66,4187666.79,2.56
948,240891.38,4187688.3,2.58
949,240909.1,4187709.69,2.6
950,240926.8,4187730.97,2.62
951,240944.44,4187752.22,2.63
952,240962.05,4187773.52,2.64
953,240979.65,4187794.9,2.65
954,240997.28,4187816.38,2.65
955,241015.0,4187837.97,2.65
956,241032.84,4187859.6,2.64
957,241050.78,4187881.24,2.63
958,241068.78,4187902.86,2.62
959,241086.77,4187924.45,2.6
960,241104.68,4187946.03,2.58
961,241122.47,4187967.62,2.56
962,241140.1,4187989.27,2.53
963,241157.62,4188011.0,2.5
964,241175.06,4188032.84,2.47
965,241192.46,4188054.77,2.44
966,241209.86,4188076.77,2.4
967,241227.27,4188098.84,2.36
968,241244.7,4188120.94,2.32
969,241262.11,4188143.04,2.27
970,241279.51,4188165.12,2.23
971,241296.89,4188187.16,2.18
972,241314.22,4188209.17,2.14
973,241331.51,4188231.11,2.09
974,241348.74,4188253.01,2.04
975,241365.94,4188274.88,1.99
976,241383.12,4188296.71,1.94
977,241400.33,4188318.5,1.9
978,241417.63,4188340.24,1.85
979,241435.06,4188361.91,1.8
980,241452.63,4188383.52,1.76
981,241470.35,4188405.08,1.72
982,241488.14,4188426.62,1.68
983,241505.93,4188448.19,1.64
984,241523.63,4188469.81,1.6
985,241541.2,4188491.53,1.57
986,241558.63,4188513.34,1.53
987,241575.95,4188535.19,1.5
988,241593.24,4188557.04,1.48
989,241610.56,4188578.86,1.45
990,241627.96,4188600.59,1.43
991,241645.47,4188622.25,1.41
992,241663.05,4188643.85,1.4
993,241680.69,4188665.42,1.39
994,241698.33,4188687.0,1.38
995,241715.98,4188708.61,1.38
996,241733.62,4188730.23,1.38
997,241751.28,4188751.86,1.39
998,241768.97,4188773.48,1.4
999,241786.69,4188795.08,1.41
1000,241804.44,4188816.69,1.43
1001,241822.21,4188838.28,1.45
1002,241840.03,4188859.87,1.48
1003,241857.89,4188881.43,1.51
1004,241875.81,4188902.92,1.54
1005,241893.82,4188924.31,1.58
1006,241911.91,4188945.55,1.62
1007,241930.05,4188966.64,1.67
1008,241948.22,4188987.61,1.72
1009,241966.37,4189008.5,1.77
1010,241984.44,4189029.35,1.83
1011,242002.4,4189050.21,1.89
1012,242020.26,4189071.11,1.95
1013,242038.02,4189092.03,2.01
1014,242055.67,4189112.98,2.07
1015,242073.22,4189133.93,2.14
1016,242090.68,4189154.88,2.2
1017,242108.0,4189175.84,2.27
1018,242125.19,4189196.83,2.34
1019,242142.25,4189217.87,2.41
1020,242159.18,4189238.99,2.48
1021,242176.01,4189260.18,2.55
1022,242192.78,4189281.44,2.62
1023,242209.52,4189302.75,2.69
1024,242226.25,4189324.1,2.76
1025,242242.97,4189345.46,2.83
1026,242259.69,4189366.86,2.9
1027,242276.4,4189388.28,2.97
1028,242293.11,4189409.7,3.04
1029,242309.82,4189431.15,3.11
1030,242326.55,4189452.59,3.18
1031,242343.32,4189474.01,3.25
1032,242360.11,4189495.39,3.32
1033,242376.95,4189516.74,3.38
1034,242393.82,4189538.05,3.45
1035,242410.73,4189559.35,3.52
1036,242427.69,4189580.66,3.58
1037,242444.72,4189602.0,3.64
1038,242461.84,4189623.34,3.71
1039,242479.09,4189644.68,3.77
1040,242496.47,4189666.0,3.83
1041,242514.01,4189687.27,3.89
1042,242531.66,4189708.47,3.94
1043,242549.4,4189729.61,4.0
1044,242567.2,4189750.7,4.05
1045,242585.03,4189771.75,4.1
1046,242602.87,4189792.78,4.15
1047,242620.72,4189813.78,4.2
1048,242638.58,4189834.75,4.24
1049,242656.45,4189855.68,4.28
1050,242674.35,4189876.56,4.32
1051,242692.23,4189897.41,4.36
1052,242710.07,4189918.25,4.39
1053,242727.85,4189939.11,4.42
1054,242745.53,4189960.04,4.45
1055,242763.08,4189981.08,4.47
1056,242780.49,4190002.25,4.49
1057,242797.73,4190023.59,4.51
1058,242814.81,4190045.07,4.53
1059,242831.73,4190066.71,4.54
1060,242848.5,4190088.51,4.55
1061,242865.13,4190110.44,4.55
1062,242881.62,4190132.5,4.55
1063,242898.02,4190154.66,4.56
1064,242914.36,4190176.9,4.55
1065,242930.68,4190199.15,4.55
1066,242947.05,4190221.37,4.54
1067,242963.52,4190243.49,4.53
1068,242980.13,4190265.48,4.52
1069,242996.92,4190287.32,4.51
1070,243013.91,4190308.99,4.5
1071,243031.1,4190330.5,4.48
1072,243048.46,4190351.86,4.46
1073,243065.97,4190373.12,4.44
1074,243083.59,4190394.27,4.42
1075,243101.3,4190415.31,4.39
1076,243119.07,4190436.27,4.36
1077,243136.88,4190457.14,4.33
1078,243154.72,4190477.95,4.3
1079,243172.59,4190498.75,4.27
1080,243190.49,4190519.54,4.23
1081,243208.37,4190540.37,4.19
1082,243226.23,4190561.26,4.15
1083,243244.01,4190582.2,4.11
1084,243261.71,4190603.19,4.07
1085,243279.3,4190624.2,4.03
1086,243296.77,4190645.2,3.98
1087,243314.15,4190666.15,3.93
1088,243331.46,4190687.09,3.89
1089,243348.71,4190707.99,3.84
1090,243365.92,4190728.89,3.79
1091,243383.07,4190749.84,3.74
1092,243400.18,4190770.87,3.69
1093,243417.25,4190791.98,3.63
1094,243434.27,4190813.18,3.58
1095,243451.28,4190834.47,3.53
1096,243468.31,4190855.84,3.47
1097,243485.39,4190877.29,3.42
1098,243502.54,4190898.82,3.37
1099,243519.76,4190920.44,3.31
1100,243537.02,4190942.21,3.26
1101,243554.26,4190964.14,3.2
1102,243571.46,4190986.26,3.15
1103,243588.6,4191008.56,3.09
1104,243605.72,4191031.01,3.04
1105,243622.83,4191053.57,2.98
1106,243640.01,4191076.17,2.93
1107,243657.3,4191098.78,2.88
1108,243674.7,4191121.34,2.82
1109,243692.21,4191143.84,2.77
1110,243709.8,4191166.29,2.72
1111,243727.42,4191188.68,2.67
1112,243745.08,4191211.02,2.62
1113,243762.75,4191233.3,2.58
1114,243780.47,4191255.53,2.53
1115,243798.26,4191277.72,2.48
1116,243816.11,4191299.86,2.44
1117,243834.04,4191321.98,2.4
1118,243852.03,4191344.07,2.36
1119,243870.05,4191366.17,2.31
1120,243888.07,4191388.28,2.28
1121,243906.08,4191410.42,2.24
1122,243924.1,4191432.59,2.2
1123,243942.14,4191454.76,2.16
1124,243960.21,4191476.96,2.13
1125,243978.32,4191499.18,2.1
1126,243996.47,4191521.44,2.06
1127,244014.65,4191543.72,2.03
1128,244032.85,4191566.07,2.0
1129,244051.06,4191588.49,1.97
1130,244069.28,4191610.97,1.94
1131,244087.52,4191633.5,1.91
1132,244105.79,4191656.04,1.89
1133,244124.13,4191678.55,1.86
1134,244142.55,4191701.0,1.83
1135,244161.06,4191723.35,1.8
1136,244179.67,4191745.58,1.78
1137,244198.36,4191767.69,1.75
1138,244217.13,4191789.7,1.73
1139,244235.95,4191811.66,1.7
1140,244254.8,4191833.57,1.67
1141,244273.67,4191855.5,1.65
1142,244292.55,4191877.45,1.62
1143,244311.45,4191899.47,1.59
1144,244330.38,4191921.55,1.57
1145,244349.35,4191943.74,1.54
1146,244368.34,4191966.03,1.51
1147,244387.31,4191988.46,1.48
1148,244406.21,4192011.06,1.45
1149,244424.95,4192033.83,1.42
1150,244443.5,4192056.78,1.39
1151,244461.84,4192079.88,1.36
1152,244479.98,4192103.07,1.32
1153,244498.0,4192126.3,1.29
1154,244515.97,4192149.53,1.26
1155,244533.96,4192172.71,1.22
1156,244552.04,4192195.83,1.19
1157,244570.22,4192218.92,1.15
1158,244588.51,4192241.96,1.11
1159,244606.91,4192265.0,1.08
1160,244625.42,4192288.03,1.04
1161,244644.04,4192311.05,1.0
1162,244662.82,4192334.05,0.95
1163,244681.73,4192357.0,0.91
1164,244700.76,4192379.93,0.87
1165,244719.87,4192402.83,0.83
1166,244738.99,4192425.73,0.78
1167,244758.03,4192448.69,0.74
1168,244776.97,4192471.7,0.69
1169,244795.81,4192494.75,0.65
1170,244814.6,4192517.84,0.6
1171,244833.39,4192540.91,0.56
1172,244852.26,4192563.93,0.51
1173,244871.23,4192586.88,0.47
1174,244890.32,4192609.75,0.42
1175,244909.47,4192632.57,0.38
1176,244928.65,4192655.36,0.34
1177,244947.78,4192678.16,0.29
1178,244966.82,4192700.99,0.25
1179,244985.78,4192723.84,0.21
1180,245004.65,4192746.73,0.17
1181,245023.44,4192769.67,0.13
1182,245042.16,4192792.7,0.09
1183,245060.79,4192815.83,0.05
1184,245079.33,4192839.09,0.02
1185,245097.74,4192862.54,-0.02
1186,245116.04,4192886.13,-0.05
1187,245134.26,4192909.85,-0.08
1188,245152.44,4192933.65,-0.11
1189,245170.65,4192957.46,-0.13
1190,245188.95,4192981.23,-0.16
1191,245207.35,4193004.92,-0.18
1192,245225.87,4193028.54,-0.21
1193,245244.49,4193052.1,-0.23
1194,245263.16,4193075.63,-0.25
1195,245281.84,4193099.14,-0.27
1196,245300.51,4193122.61,-0.28
1197,245319.11,4193146.04,-0.3
1198,245337.66,4193169.37,-0.31
1199,245356.16,4193192.59,-0.32
1200,245374.62,4193215.66,-0.33
1201,245393.07,4193238.58,-0.34
1202,245411.52,4193261.37,-0.35
1203,245430.0,4193284.05,-0.36
1204,245448.52,4193306.66,-0.36
1205,245467.07,4193329.24,-0.36
1206,245485.66,4193351.84,-0.37
1207,245504.27,4193374.47,-0.37
1208,245522.89,4193397.17,-0.36
1209,245541.51,4193419.94,-0.36
1210,245560.12,4193442.74,-0.36
1211,245578.69,4193465.55,-0.35
1212,245597.24,4193488.34,-0.34
1213,245615.73,4193511.07,-0.33
1214,245634.13,4193533.73,-0.32
1215,245652.46,4193556.29,-0.31
1216,245670.69,4193578.77,-0.3
1217,245688.85,4193601.17,-0.28
1218,245706.99,4193623.47,-0.27
1219,245725.14,4193645.68,-0.25
1220,245743.35,4193667.81,-0.24
1221,245761.61,4193689.88,-0.22
1222,245779.94,4193711.93,-0.2
1223,245798.27,4193734.02,-0.18
1224,245816.58,4193756.22,-0.16
1225,245834.8,4193778.55,-0.14
1226,245852.95,4193801.04,-0.11
1227,245871.03,4193823.64,-0.09
1228,245889.09,4193846.31,-0.07
1229,245907.21,4193868.99,-0.04
1230,245925.45,4193891.61,-0.02
1231,245943.86,4193914.15,0.01
1232,245962.45,4193936.62,0.04
1233,245981.17,4193959.05,0.06
1234,246000.0,4193981.47,0.09
1235,246018.87,4194003.91,0.12
1236,246037.74,4194026.36,0.15
1237,246056.57,4194048.8,0.18
1238,246075.34,4194071.2,0.21
1239,246094.02,4194093.52,0.24
1240,246112.62,4194115.75,0.27
1241,246131.13,4194137.9,0.3
1242,246149.56,4194159.95,0.33
1243,246167.89,4194181.92,0.36
1244,246186.13,4194203.84,0.39
1245,246204.29,4194225.71,0.42
1246,246222.37,4194247.55,0.45
1247,246240.37,4194269.37,0.47
1248,246258.29,4194291.2,0.5
1249,246276.13,4194313.06,0.53
1250,246293.86,4194334.95,0.56
1251,246311.5,4194356.88,0.59
1252,246329.07,4194378.83,0.61
1253,246346.55,4194400.82,0.64
1254,246363.97,4194422.81,0.66
1255,246381.33,4194444.8,0.69
1256,246398.63,4194466.83,0.71
1257,246415.9,4194488.9,0.74
1258,246433.14,4194511.05,0.76
1259,246450.4,4194533.31,0.78
1260,246467.69,4194555.63,0.81
1261,246485.06,4194578.03,0.83
1262,246502.55,4194600.43,0.85
1263,246520.18,4194622.79,0.87
1264,246537.94,4194645.06,0.89
1265,246555.83,4194667.23,0.91
1266,246573.85,4194689.3,0.93
1267,246591.95,4194711.27,0.94
1268,246610.13,4194733.18,0.96
1269,246628.36,4194755.09,0.98
1270,246646.62,4194777.02,1.0
1271,246664.88,4194799.04,1.01
1272,246683.13,4194821.14,1.03
1273,246701.35,4194843.33,1.04
1274,246719.55,4194865.6,1.05
1275,246737.74,4194887.91,1.06
1276,246755.96,4194910.25,1.08
1277,246774.24,4194932.62,1.09
1278,246792.59,4194954.99,1.09
1279,246811.0,4194977.43,1.1
1280,246829.42,4194999.95,1.11
1281,246847.82,4195022.57,1.12
1282,246866.13,4195045.35,1.12
1283,246884.32,4195068.24,1.13
1284,246902.39,4195091.21,1.13
1285,246920.4,4195114.18,1.14
1286,246938.37,4195137.08,1.14
1287,246956.41,4195159.82,1.14
1288,246974.53,4195182.37,1.14
1289,246992.78,4195204.7,1.15
1290,247011.14,4195226.84,1.15
1291,247029.57,4195248.83,1.15
1292,247048.02,4195270.77,1.15
1293,247066.42,4195292.69,1.15
1294,247084.73,4195314.68,1.15
1295,247102.91,4195336.74,1.15
1296,247120.95,4195358.92,1.15
1297,247138.87,4195381.2,1.14
1298,247156.68,4195403.58,1.14
1299,247174.42,4195426.01,1.14
1300,247192.14,4195448.49,1.13
1301,247209.85,4195471.0,1.13
1302,247227.56,4195493.54,1.12
1303,247245.27,4195516.12,1.12
1304,247262.96,4195538.76,1.11
1305,247280.62,4195561.46,1.11
1306,247298.23,4195584.19,1.1
1307,247315.82,4195606.92,1.09
1308,247333.43,4195629.59,1.08
1309,247351.07,4195652.14,1.07
1310,247368.78,4195674.55,1.07
1311,247386.56,4195696.78,1.06
1312,247404.41,4195718.83,1.05
1313,247422.29,4195740.76,1.04
1314,247440.18,4195762.56,1.03
1315,247458.07,4195784.28,1.02
1316,247475.95,4195805.92,1.01
1317,247493.83,4195827.48,1.0
1318,247511.72,4195848.96,0.99
1319,247529.64,4195870.36,0.98
1320,247547.58,4195891.69,0.97
1321,247565.51,4195913.01,0.95
1322,247583.4,4195934.35,0.94
1323,247601.22,4195955.74,0.93
1324,247618.94,4195977.2,0.91
1325,247636.57,4195998.75,0.9
1326,247654.14,4196020.36,0.88
1327,247671.69,4196042.02,0.86
1328,247689.25,4196063.66,0.85
1329,247706.85,4196085.29,0.83
1330,247724.49,4196106.9,0.81
1331,247742.16,4196128.49,0.79
1332,247759.81,4196150.05,0.77
1333,247777.41,4196171.63,0.75
1334,247794.89,4196193.21,0.72
1335,247812.23,4196214.81,0.7
1336,247829.44,4196236.42,0.68
1337,247846.52,4196258.03,0.65
1338,247863.5,4196279.63,0.63
1339,247880.44,4196301.19,0.6
1340,247897.37,4196322.71,0.58
1341,247914.36,4196344.17,0.55
1342,247931.41,4196365.54,0.53
1343,247948.52,4196386.82,0.5
1344,247965.71,4196408.01,0.47
1345,247982.93,4196429.14,0.45
1346,248000.19,4196450.18,0.42
1347,248017.46,4196471.18,0.4
1348,248034.75,4196492.16,0.37
1349,248052.05,4196513.16,0.35
1350,248069.36,4196534.18,0.32
1351,248086.7,4196555.24,0.3
1352,248104.1,4196576.39,0.27
1353,248121.54,4196597.63,0.25
1354,248139.04,4196618.98,0.23
1355,248156.6,4196640.47,0.2
1356,248174.2,4196662.08,0.18
1357,248191.83,4196683.83,0.16
1358,248209.47,4196705.72,0.14
1359,248227.11,4196727.68,0.12
1360,248244.77,4196749.7,0.1
1361,248262.46,4196771.73,0.08
1362,248280.2,4196793.73,0.07
1363,248297.99,4196815.67,0.06
1364,248315.83,4196837.54,0.04
1365,248333.69,4196859.34,0.03
1366,248351.55,4196881.11,0.03
1367,248369.36,4196902.86,0.02
1368,248387.11,4196924.59,0.02
1369,248404.8,4196946.28,0.02
1370,248422.47,4196967.95,0.02
1371,248440.13,4196989.55,0.02
1372,248457.83,4197011.07,0.02
1373,248475.57,4197032.54,0.03
1374,248493.31,4197053.97,0.04
1375,248511.0,4197075.42,0.06
1376,248528.6,4197096.92,0.07
1377,248546.06,4197118.53,0.09
1378,248563.39,4197140.22,0.11
1379,248580.61,4197162.01,0.13
1380,248597.78,4197183.86,0.15
1381,248614.97,4197205.72,0.18
1382,248632.22,4197227.57,0.21
1383,248649.54,4197249.4,0.24
1384,248666.92,4197271.22,0.28
1385,248684.32,4197293.03,0.32
1386,248701.73,4197314.85,0.36
1387,248719.1,4197336.68,0.4
1388,248736.44,4197358.52,0.44
1389,248753.76,4197380.35,0.49
1390,248771.07,4197402.14,0.54
1391,248788.4,4197423.87,0.59
1392,248805.75,4197445.52,0.64
1393,248823.12,4197467.08,0.69
1394,248840.48,4197488.57,0.75
1395,248857.83,4197509.99,0.81
1396,248875.14,4197531.34,0.86
1397,248892.42,4197552.66,0.92
1398,248909.69,4197573.94,0.98
1399,248926.94,4197595.19,1.04
1400,248944.19,4197616.39,1.1
1401,248961.46,4197637.53,1.16
1402,248978.72,4197658.62,1.23
1403,248996.0,4197679.64,1.29
1404,249013.28,4197700.63,1.35
1405,249030.54,4197721.59,1.41
1406,249047.78,4197742.53,1.47
1407,249065.01,4197763.47,1.53
1408,249082.22,4197784.39,1.59
1409,249099.43,4197805.28,1.65
1410,249116.62,4197826.14,1.71
1411,249133.79,4197846.97,1.77
1412,249150.9,4197867.77,1.82
1413,249167.94,4197888.59,1.88
1414,249184.89,4197909.44,1.93
1415,249201.76,4197930.36,1.98
1416,249218.53,4197951.31,2.03
1417,249235.29,4197972.29,2.08
1418,249252.02,4197993.25,2.12
1419,249268.78,4198014.18,2.16
1420,249285.57,4198035.05,2.21
1421,249302.38,4198055.87,2.25
1422,249319.19,4198076.7,2.28
1423,249335.96,4198097.56,2.32
1424,249352.68,4198118.47,2.35
1425,249369.37,4198139.43,2.38
1426,249386.04,4198160.4,2.41
1427,249402.72,4198181.36,2.43
1428,249419.44,4198202.22,2.46
1429,249436.21,4198222.97,2.48
1430,249453.0,4198243.59,2.5
1431,249469.81,4198264.11,2.51
1432,249486.61,4198284.56,2.53
1433,249503.4,4198304.96,2.54
1434,249520.17,4198325.34,2.55
1435,249536.93,4198345.74,2.55
1436,249553.7,4198366.13,2.56
1437,249570.48,4198386.55,2.56
1438,249587.31,4198406.99,2.56
1439,249604.14,4198427.47,2.56
1440,249621.0,4198447.99,2.56
1441,249637.88,4198468.57,2.55
1442,249654.81,4198489.21,2.55
1443,249671.76,4198509.91,2.54
1444,249688.75,4198530.67,2.53
1445,249705.76,4198551.51,2.52
1446,249722.76,4198572.46,2.51
1447,249739.74,4198593.53,2.49
1448,249756.69,4198614.76,2.48
1449,249773.58,4198636.12,2.46
1450,249790.44,4198657.59,2.44
1451,249807.29,4198679.15,2.42
1452,249824.18,4198700.71,2.4
1453,249841.13,4198722.22,2.38
1454,249858.14,4198743.63,2.36
1455,249875.22,4198764.89,2.34
1456,249892.37,4198786.0,2.32
1457,249909.59,4198806.91,2.3
1458,249926.86,4198827.63,2.28
1459,249944.21,4198848.16,2.26
1460,249961.6,4198868.51,2.24
1461,249979.05,4198888.75,2.22
1462,249996.51,4198908.94,2.2
1463,250013.99,4198929.13,2.18
1464,250031.45,4198949.38,2.16
1465,250048.89,4198969.73,2.14
1466,250066.34,4198990.19,2.12
1467,250083.78,4199010.76,2.11
1468,250101.25,4199031.43,2.09
1469,250118.77,4199052.21,2.07
1470,250136.31,4199073.11,2.05
1471,250153.86,4199094.16,2.04
1472,250171.38,4199115.4,2.02
1473,250188.84,4199136.83,2.01
1474,250206.2,4199158.46,1.99
1475,250223.46,4199180.27,1.98
1476,250240.59,4199202.22,1.96
1477,250257.65,4199224.26,1.95
1478,250274.66,4199246.35,1.93
1479,250291.64,4199268.44,1.92
1480,250308.66,4199290.49,1.9
1481,250325.74,4199312.51,1.89
1482,250342.91,4199334.47,1.88
1483,250360.2,4199356.37,1.87
1484,250377.6,4199378.21,1.86
1485,250395.07,4199400.02,1.85
1486,250412.63,4199421.8,1.84
1487,250430.25,4199443.6,1.83
1488,250447.92,4199465.39,1.82
1489,250465.64,4199487.2,1.81
1490,250483.41,4199509.02,1.81
1491,250501.23,4199530.84,1.8
1492,250519.09,4199552.65,1.79
1493,250536.97,4199574.45,1.79
1494,250554.84,4199596.24,1.78
1495,250572.69,4199618.04,1.78
1496,250590.5,4199639.86,1.77
1497,250608.27,4199661.7,1.77
1498,250626.01,4199683.59,1.76
